date,item,price
2022-09-10,chickenpotsticker,6.70
2022-09-10,bowl:blackpepperchicken creamcheeserangoon,6.70
2022-09-10,plate:honeywalnutshrimp honeywalnutshrimp creamcheeserangoon,8.20
2022-09-10,bigplate:blackpepperangussteak kungpaochicken honeywalnutshrimp brownrice,9.70
2022-09-10,plate:blackpepperchicken honeysesamechicken mixedvegetables,8.20
2022-09-10,veggiespringroll,6.70
2022-09-10,bigplate:generaltsochicken blackpepperangussteak beijingbeef friedrice,9.70
2022-09-10,bigplate:orangechicken generaltsochicken grilledteriyakichicken chowmein,9.70
2022-09-10,creamcheeserangoon,6.70
2022-09-10,bowl:mushroomchicken friedrice,6.70
2022-09-10,bowl:kungpaochicken mixedvegetables,6.70
2022-09-10,bowl:mushroomchicken brownrice,6.70
2022-09-10,bigplate:orangechicken eggplanttofu generaltsochicken friedrice,9.70
2022-09-10,friedrice,2.70
2022-09-10,chickenpotsticker,2.70
2022-09-10,bigplate:blackpepperangussteak broccolibeef blackpepperangussteak chowmein,9.70
2022-09-10,bigplate:generaltsochicken eggplanttofu broccolibeef brownrice,9.70
2022-09-10,creamcheeserangoon,6.70
2022-09-10,chowmein,2.70
2022-09-10,mixedvegetables,2.70
2022-09-10,whiterice,2.70
2022-09-10,bowl:blackpepperangussteak crispyshrimp,6.70
2022-09-10,mixedvegetables,6.70
2022-09-10,bigplate:kungpaochicken generaltsochicken kungpaochicken brownrice,9.70
2022-09-10,mixedvegetables,6.70
2022-09-10,bigplate:generaltsochicken kungpaochicken grilledteriyakichicken chowmein,9.70
2022-09-10,bigplate:grilledteriyakichicken kungpaochicken beijingbeef creamcheeserangoon,9.70
2022-09-10,whiterice,6.70
2022-09-10,crispyshrimp,6.70
2022-09-10,bowl:orangechicken chickeneggroll,6.70
2022-09-10,plate:generaltsochicken orangechicken crispyshrimp,8.20
2022-09-10,plate:mushroomchicken broccolibeef creamcheeserangoon,8.20
2022-09-10,creamcheeserangoon,6.70
2022-09-10,bigplate:grilledteriyakichicken blackpepperchicken broccolibeef brownrice,9.70
2022-09-10,bigplate:mushroomchicken sweetfirechickenbreast mushroomchicken chowmein,9.70
2022-09-10,whiterice,6.70
2022-09-10,bigplate:kungpaochicken blackpepperangussteak sweetfirechickenbreast friedrice,9.70
2022-09-10,mixedvegetables,6.70
2022-09-10,bowl:grilledteriyakichicken creamcheeserangoon,6.70
2022-09-10,bowl:blackpepperangussteak mixedvegetables,6.70
2022-09-10,mixedvegetables,2.70
2022-09-10,plate:orangechicken eggplanttofu chickenpotsticker,8.20
2022-09-10,plate:beijingbeef generaltsochicken whiterice,8.20
2022-09-10,brownrice,6.70
2022-09-10,plate:eggplanttofu eggplanttofu creamcheeserangoon,8.20
2022-09-10,bowl:stringbeanchickenbreast creamcheeserangoon,6.70
2022-09-10,plate:blackpepperangussteak generaltsochicken whiterice,8.20
2022-09-10,brownrice,2.70
2022-09-10,veggiespringroll,6.70
2022-09-10,creamcheeserangoon,2.70
2022-09-10,bigplate:mushroomchicken mushroomchicken orangechicken crispyshrimp,9.70
2022-09-10,plate:orangechicken eggplanttofu friedrice,8.20
2022-09-10,bowl:mushroomchicken chowmein,6.70
2022-09-10,plate:honeysesamechicken eggplanttofu brownrice,8.20
2022-09-10,chickeneggroll,6.70
2022-09-10,bigplate:generaltsochicken grilledteriyakichicken broccolibeef brownrice,9.70
2022-09-10,bigplate:honeywalnutshrimp kungpaochicken broccolibeef veggiespringroll,9.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,friedrice,2.70
2022-09-10,creamcheeserangoon,2.70
2022-09-10,bigplate:mushroomchicken blackpepperchicken kungpaochicken mixedvegetables,9.70
2022-09-10,whiterice,6.70
2022-09-10,plate:beijingbeef broccolibeef brownrice,8.20
2022-09-10,mixedvegetables,6.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,plate:honeywalnutshrimp beijingbeef mixedvegetables,8.20
2022-09-10,friedrice,6.70
2022-09-10,bowl:sweetfirechickenbreast chickenpotsticker,6.70
2022-09-10,bowl:stringbeanchickenbreast creamcheeserangoon,6.70
2022-09-10,bowl:generaltsochicken friedrice,6.70
2022-09-10,plate:broccolibeef stringbeanchickenbreast chickenpotsticker,8.20
2022-09-10,plate:sweetfirechickenbreast generaltsochicken crispyshrimp,8.20
2022-09-10,bowl:stringbeanchickenbreast chickenpotsticker,6.70
2022-09-10,bowl:grilledteriyakichicken veggiespringroll,6.70
2022-09-10,bigplate:sweetfirechickenbreast honeywalnutshrimp generaltsochicken creamcheeserangoon,9.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,chickenpotsticker,2.70
2022-09-10,chowmein,6.70
2022-09-10,bowl:sweetfirechickenbreast friedrice,6.70
2022-09-10,friedrice,6.70
2022-09-10,friedrice,6.70
2022-09-10,bowl:mushroomchicken veggiespringroll,6.70
2022-09-10,bowl:orangechicken crispyshrimp,6.70
2022-09-10,bowl:orangechicken chickeneggroll,6.70
2022-09-10,whiterice,2.70
2022-09-10,plate:kungpaochicken generaltsochicken chowmein,8.20
2022-09-10,bowl:stringbeanchickenbreast mixedvegetables,6.70
2022-09-10,veggiespringroll,6.70
2022-09-10,bigplate:beijingbeef orangechicken honeywalnutshrimp friedrice,9.70
2022-09-10,plate:beijingbeef blackpepperchicken whiterice,8.20
2022-09-10,bigplate:honeywalnutshrimp orangechicken broccolibeef chowmein,9.70
2022-09-10,bigplate:eggplanttofu beijingbeef eggplanttofu brownrice,9.70
2022-09-10,bigplate:eggplanttofu blackpepperchicken beijingbeef brownrice,9.70
2022-09-10,whiterice,2.70
2022-09-10,plate:kungpaochicken blackpepperangussteak mixedvegetables,8.20
2022-09-10,bigplate:kungpaochicken honeysesamechicken orangechicken whiterice,9.70
2022-09-10,bowl:honeywalnutshrimp chowmein,6.70
2022-09-10,whiterice,6.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,bowl:broccolibeef chowmein,6.70
2022-09-10,plate:orangechicken sweetfirechickenbreast crispyshrimp,8.20
2022-09-10,chowmein,6.70
2022-09-10,creamcheeserangoon,2.70
2022-09-10,whiterice,2.70
2022-09-10,bigplate:honeywalnutshrimp kungpaochicken generaltsochicken creamcheeserangoon,9.70
2022-09-10,bowl:generaltsochicken brownrice,6.70
2022-09-10,plate:honeysesamechicken honeywalnutshrimp creamcheeserangoon,8.20
2022-09-10,brownrice,6.70
2022-09-10,bowl:blackpepperchicken veggiespringroll,6.70
2022-09-10,bowl:orangechicken brownrice,6.70
2022-09-10,plate:eggplanttofu broccolibeef creamcheeserangoon,8.20
2022-09-10,bowl:orangechicken whiterice,6.70
2022-09-10,bowl:stringbeanchickenbreast brownrice,6.70
2022-09-10,bigplate:eggplanttofu honeysesamechicken blackpepperchicken chowmein,9.70
2022-09-10,bowl:blackpepperangussteak friedrice,6.70
2022-09-10,bowl:kungpaochicken creamcheeserangoon,6.70
2022-09-10,bigplate:honeywalnutshrimp eggplanttofu blackpepperangussteak creamcheeserangoon,9.70
2022-09-10,chowmein,6.70
2022-09-10,brownrice,2.70
2022-09-10,plate:beijingbeef honeywalnutshrimp crispyshrimp,8.20
2022-09-10,bigplate:orangechicken generaltsochicken stringbeanchickenbreast chickeneggroll,9.70
2022-09-10,plate:stringbeanchickenbreast mushroomchicken chickeneggroll,8.20
2022-09-10,plate:broccolibeef mushroomchicken mixedvegetables,8.20
2022-09-10,chowmein,6.70
2022-09-10,bowl:sweetfirechickenbreast whiterice,6.70
2022-09-10,plate:orangechicken honeywalnutshrimp friedrice,8.20
2022-09-10,bowl:grilledteriyakichicken creamcheeserangoon,6.70
2022-09-10,bigplate:orangechicken blackpepperangussteak sweetfirechickenbreast chowmein,9.70
2022-09-10,veggiespringroll,6.70
2022-09-10,bowl:mushroomchicken veggiespringroll,6.70
2022-09-10,bigplate:honeywalnutshrimp beijingbeef kungpaochicken creamcheeserangoon,9.70
2022-09-10,bowl:mushroomchicken chickeneggroll,6.70
2022-09-10,bigplate:broccolibeef eggplanttofu honeysesamechicken creamcheeserangoon,9.70
2022-09-10,plate:honeywalnutshrimp eggplanttofu chickenpotsticker,8.20
2022-09-10,crispyshrimp,2.70
2022-09-10,friedrice,2.70
2022-09-10,crispyshrimp,2.70
2022-09-10,mixedvegetables,6.70
2022-09-10,plate:eggplanttofu grilledteriyakichicken creamcheeserangoon,8.20
2022-09-10,bigplate:blackpepperangussteak broccolibeef stringbeanchickenbreast whiterice,9.70
2022-09-10,bowl:stringbeanchickenbreast brownrice,6.70
2022-09-10,plate:generaltsochicken honeywalnutshrimp whiterice,8.20
2022-09-10,plate:broccolibeef honeywalnutshrimp mixedvegetables,8.20
2022-09-10,crispyshrimp,6.70
2022-09-10,bigplate:blackpepperangussteak blackpepperangussteak eggplanttofu chickenpotsticker,9.70
2022-09-10,bowl:stringbeanchickenbreast brownrice,6.70
2022-09-10,bigplate:grilledteriyakichicken beijingbeef orangechicken mixedvegetables,9.70
2022-09-10,bigplate:mushroomchicken sweetfirechickenbreast beijingbeef brownrice,9.70
2022-09-10,plate:generaltsochicken honeywalnutshrimp veggiespringroll,8.20
2022-09-10,plate:sweetfirechickenbreast beijingbeef brownrice,8.20
2022-09-10,mixedvegetables,2.70
2022-09-10,mixedvegetables,6.70
2022-09-10,bowl:blackpepperchicken brownrice,6.70
2022-09-10,bowl:honeywalnutshrimp chowmein,6.70
2022-09-10,plate:broccolibeef beijingbeef chowmein,8.20
2022-09-10,bigplate:beijingbeef beijingbeef broccolibeef whiterice,9.70
2022-09-10,friedrice,2.70
2022-09-10,plate:mushroomchicken eggplanttofu chowmein,8.20
2022-09-10,friedrice,2.70
2022-09-10,bowl:kungpaochicken whiterice,6.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,chowmein,6.70
2022-09-10,bigplate:honeywalnutshrimp sweetfirechickenbreast broccolibeef creamcheeserangoon,9.70
2022-09-10,chowmein,2.70
2022-09-10,bigplate:beijingbeef sweetfirechickenbreast honeywalnutshrimp whiterice,9.70
2022-09-10,bigplate:sweetfirechickenbreast eggplanttofu grilledteriyakichicken friedrice,9.70
2022-09-10,plate:broccolibeef sweetfirechickenbreast crispyshrimp,8.20
2022-09-10,chickeneggroll,6.70
2022-09-10,veggiespringroll,2.70
2022-09-10,chickenpotsticker,2.70
2022-09-10,bowl:broccolibeef brownrice,6.70
2022-09-10,creamcheeserangoon,6.70
2022-09-10,bowl:eggplanttofu whiterice,6.70
2022-09-10,bigplate:kungpaochicken eggplanttofu blackpepperchicken brownrice,9.70
2022-09-10,chowmein,6.70
2022-09-10,plate:broccolibeef sweetfirechickenbreast friedrice,8.20
2022-09-10,brownrice,6.70
2022-09-10,friedrice,6.70
2022-09-10,bowl:grilledteriyakichicken chickeneggroll,6.70
2022-09-10,plate:beijingbeef beijingbeef chowmein,8.20
2022-09-10,plate:blackpepperchicken beijingbeef crispyshrimp,8.20
2022-09-10,crispyshrimp,6.70
2022-09-10,plate:grilledteriyakichicken eggplanttofu chickeneggroll,8.20
2022-09-10,plate:grilledteriyakichicken orangechicken chickeneggroll,8.20
2022-09-10,chickeneggroll,2.70
2022-09-10,plate:broccolibeef stringbeanchickenbreast mixedvegetables,8.20
2022-09-10,plate:blackpepperchicken beijingbeef chowmein,8.20
2022-09-10,bigplate:broccolibeef blackpepperangussteak mushroomchicken brownrice,9.70
2022-09-10,plate:mushroomchicken orangechicken brownrice,8.20
2022-09-10,bigplate:honeywalnutshrimp blackpepperangussteak honeysesamechicken chowmein,9.70
2022-09-10,plate:orangechicken kungpaochicken chickeneggroll,8.20
2022-09-10,bowl:generaltsochicken mixedvegetables,6.70
2022-09-10,bowl:broccolibeef mixedvegetables,6.70
2022-09-10,plate:eggplanttofu mushroomchicken creamcheeserangoon,8.20
2022-09-10,plate:mushroomchicken beijingbeef brownrice,8.20
2022-09-10,crispyshrimp,6.70
2022-09-10,creamcheeserangoon,2.70
2022-09-10,bigplate:honeywalnutshrimp grilledteriyakichicken beijingbeef chowmein,9.70
2022-09-10,plate:grilledteriyakichicken broccolibeef creamcheeserangoon,8.20
2022-09-10,creamcheeserangoon,2.70
2022-09-10,bowl:honeywalnutshrimp whiterice,6.70
2022-09-10,bigplate:sweetfirechickenbreast honeywalnutshrimp grilledteriyakichicken chickenpotsticker,9.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,bigplate:eggplanttofu mushroomchicken honeywalnutshrimp friedrice,9.70
2022-09-10,veggiespringroll,2.70
2022-09-10,bowl:mushroomchicken chickenpotsticker,6.70
2022-09-10,plate:blackpepperangussteak generaltsochicken chowmein,8.20
2022-09-10,bowl:grilledteriyakichicken mixedvegetables,6.70
2022-09-10,bigplate:beijingbeef generaltsochicken eggplanttofu creamcheeserangoon,9.70
2022-09-10,creamcheeserangoon,2.70
2022-09-10,plate:eggplanttofu honeysesamechicken friedrice,8.20
2022-09-10,veggiespringroll,6.70
2022-09-10,veggiespringroll,6.70
2022-09-10,mixedvegetables,2.70
2022-09-10,bigplate:mushroomchicken mushroomchicken grilledteriyakichicken creamcheeserangoon,9.70
2022-09-10,crispyshrimp,6.70
2022-09-10,bowl:generaltsochicken whiterice,6.70
2022-09-10,bigplate:grilledteriyakichicken eggplanttofu orangechicken brownrice,9.70
2022-09-10,plate:broccolibeef honeysesamechicken brownrice,8.20
2022-09-10,bowl:stringbeanchickenbreast chowmein,6.70
2022-09-10,crispyshrimp,6.70
2022-09-10,bigplate:sweetfirechickenbreast blackpepperangussteak broccolibeef chickeneggroll,9.70
2022-09-10,plate:honeysesamechicken grilledteriyakichicken chickenpotsticker,8.20
2022-09-10,bowl:stringbeanchickenbreast whiterice,6.70
2022-09-10,bowl:honeywalnutshrimp whiterice,6.70
2022-09-10,bigplate:kungpaochicken sweetfirechickenbreast mushroomchicken friedrice,9.70
2022-09-10,bowl:sweetfirechickenbreast chowmein,6.70
2022-09-10,plate:stringbeanchickenbreast eggplanttofu friedrice,8.20
2022-09-10,mixedvegetables,2.70
2022-09-10,friedrice,2.70
2022-09-10,plate:blackpepperchicken stringbeanchickenbreast creamcheeserangoon,8.20
2022-09-10,bowl:grilledteriyakichicken chowmein,6.70
2022-09-10,bigplate:beijingbeef kungpaochicken honeysesamechicken mixedvegetables,9.70
2022-09-10,crispyshrimp,2.70
2022-09-10,plate:sweetfirechickenbreast mushroomchicken brownrice,8.20
2022-09-10,brownrice,6.70
2022-09-10,plate:blackpepperchicken blackpepperangussteak chickeneggroll,8.20
2022-09-10,plate:kungpaochicken mushroomchicken chowmein,8.20
2022-09-10,brownrice,2.70
2022-09-10,bigplate:grilledteriyakichicken broccolibeef sweetfirechickenbreast creamcheeserangoon,9.70
2022-09-10,bowl:honeywalnutshrimp friedrice,6.70
2022-09-10,bowl:honeywalnutshrimp veggiespringroll,6.70
2022-09-10,plate:honeysesamechicken stringbeanchickenbreast chickeneggroll,8.20
2022-09-10,bigplate:blackpepperchicken generaltsochicken blackpepperchicken veggiespringroll,9.70
2022-09-10,plate:honeysesamechicken generaltsochicken brownrice,8.20
2022-09-10,bigplate:beijingbeef kungpaochicken orangechicken creamcheeserangoon,9.70
2022-09-10,bigplate:broccolibeef eggplanttofu grilledteriyakichicken chickeneggroll,9.70
2022-09-10,creamcheeserangoon,6.70
2022-09-10,bigplate:mushroomchicken honeywalnutshrimp eggplanttofu chowmein,9.70
2022-09-10,chickenpotsticker,2.70
2022-09-10,bigplate:sweetfirechickenbreast mushroomchicken stringbeanchickenbreast chowmein,9.70
2022-09-10,whiterice,2.70
2022-09-10,plate:kungpaochicken kungpaochicken whiterice,8.20
2022-09-10,friedrice,6.70
2022-09-10,veggiespringroll,2.70
2022-09-10,plate:blackpepperangussteak stringbeanchickenbreast whiterice,8.20
2022-09-10,chowmein,2.70
2022-09-10,chowmein,6.70
2022-09-10,plate:mushroomchicken mushroomchicken chickenpotsticker,8.20
2022-09-10,mixedvegetables,2.70
2022-09-10,bowl:beijingbeef mixedvegetables,6.70
2022-09-10,bigplate:beijingbeef sweetfirechickenbreast beijingbeef brownrice,9.70
2022-09-10,bowl:mushroomchicken creamcheeserangoon,6.70
2022-09-10,whiterice,6.70
2022-09-10,bowl:eggplanttofu creamcheeserangoon,6.70
2022-09-10,bigplate:beijingbeef honeysesamechicken generaltsochicken friedrice,9.70
2022-09-10,bigplate:honeysesamechicken grilledteriyakichicken beijingbeef veggiespringroll,9.70
2022-09-10,plate:stringbeanchickenbreast beijingbeef veggiespringroll,8.20
2022-09-10,plate:mushroomchicken mushroomchicken whiterice,8.20
2022-09-10,bowl:honeywalnutshrimp crispyshrimp,6.70
2022-09-10,whiterice,6.70
2022-09-10,bowl:generaltsochicken friedrice,6.70
2022-09-10,plate:kungpaochicken blackpepperangussteak chickenpotsticker,8.20
2022-09-10,bowl:kungpaochicken crispyshrimp,6.70
2022-09-10,bigplate:blackpepperangussteak honeysesamechicken beijingbeef veggiespringroll,9.70
2022-09-10,bowl:honeywalnutshrimp mixedvegetables,6.70
2022-09-10,plate:broccolibeef honeywalnutshrimp creamcheeserangoon,8.20
2022-09-10,bowl:sweetfirechickenbreast veggiespringroll,6.70
2022-09-10,bigplate:mushroomchicken kungpaochicken stringbeanchickenbreast whiterice,9.70
2022-09-10,bigplate:sweetfirechickenbreast sweetfirechickenbreast honeysesamechicken creamcheeserangoon,9.70
2022-09-10,bigplate:kungpaochicken stringbeanchickenbreast broccolibeef chowmein,9.70
2022-09-10,chickeneggroll,6.70
2022-09-10,bigplate:kungpaochicken blackpepperchicken grilledteriyakichicken friedrice,9.70
2022-09-10,bowl:honeywalnutshrimp chowmein,6.70
2022-09-10,plate:sweetfirechickenbreast blackpepperchicken brownrice,8.20
2022-09-10,creamcheeserangoon,2.70
2022-09-10,bigplate:broccolibeef broccolibeef kungpaochicken mixedvegetables,9.70
2022-09-10,chowmein,2.70
2022-09-10,bowl:mushroomchicken brownrice,6.70
2022-09-10,bigplate:blackpepperchicken broccolibeef blackpepperangussteak chickenpotsticker,9.70
2022-09-10,plate:kungpaochicken orangechicken friedrice,8.20
2022-09-10,crispyshrimp,2.70
2022-09-10,brownrice,6.70
2022-09-10,brownrice,2.70
2022-09-10,plate:kungpaochicken sweetfirechickenbreast creamcheeserangoon,8.20
2022-09-10,friedrice,2.70
2022-09-10,brownrice,2.70
2022-09-10,plate:kungpaochicken blackpepperchicken mixedvegetables,8.20
2022-09-10,bowl:orangechicken whiterice,6.70
2022-09-10,bigplate:beijingbeef beijingbeef mushroomchicken chickenpotsticker,9.70
2022-09-10,plate:mushroomchicken honeywalnutshrimp chickenpotsticker,8.20
2022-09-10,bowl:stringbeanchickenbreast chowmein,6.70
2022-09-10,creamcheeserangoon,6.70
2022-09-10,plate:eggplanttofu honeysesamechicken chowmein,8.20
2022-09-10,bowl:blackpepperchicken crispyshrimp,6.70
2022-09-10,bowl:eggplanttofu brownrice,6.70
2022-09-10,crispyshrimp,2.70
2022-09-10,chickeneggroll,2.70
2022-09-10,brownrice,6.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,plate:orangechicken blackpepperangussteak mixedvegetables,8.20
2022-09-10,bigplate:grilledteriyakichicken beijingbeef honeysesamechicken friedrice,9.70
2022-09-10,creamcheeserangoon,6.70
2022-09-10,bigplate:honeysesamechicken blackpepperangussteak generaltsochicken friedrice,9.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,bowl:beijingbeef chickenpotsticker,6.70
2022-09-10,friedrice,6.70
2022-09-10,plate:orangechicken mushroomchicken chickenpotsticker,8.20
2022-09-10,bigplate:broccolibeef mushroomchicken mushroomchicken whiterice,9.70
2022-09-10,veggiespringroll,2.70
2022-09-10,plate:orangechicken stringbeanchickenbreast brownrice,8.20
2022-09-10,plate:blackpepperangussteak grilledteriyakichicken mixedvegetables,8.20
2022-09-10,plate:orangechicken blackpepperchicken crispyshrimp,8.20
2022-09-10,crispyshrimp,2.70
2022-09-10,plate:kungpaochicken eggplanttofu chickenpotsticker,8.20
2022-09-10,plate:mushroomchicken blackpepperangussteak brownrice,8.20
2022-09-10,chickeneggroll,6.70
2022-09-10,chickenpotsticker,2.70
2022-09-10,plate:beijingbeef grilledteriyakichicken friedrice,8.20
2022-09-10,friedrice,6.70
2022-09-10,bigplate:orangechicken kungpaochicken grilledteriyakichicken chickenpotsticker,9.70
2022-09-10,veggiespringroll,6.70
2022-09-10,bigplate:generaltsochicken kungpaochicken blackpepperchicken crispyshrimp,9.70
2022-09-10,whiterice,6.70
2022-09-10,brownrice,6.70
2022-09-10,bigplate:orangechicken generaltsochicken generaltsochicken chickeneggroll,9.70
2022-09-10,veggiespringroll,2.70
2022-09-10,plate:honeysesamechicken broccolibeef friedrice,8.20
2022-09-10,friedrice,6.70
2022-09-10,plate:generaltsochicken kungpaochicken brownrice,8.20
2022-09-10,bowl:orangechicken veggiespringroll,6.70
2022-09-10,plate:broccolibeef orangechicken brownrice,8.20
2022-09-10,chickeneggroll,2.70
2022-09-10,bigplate:beijingbeef sweetfirechickenbreast generaltsochicken friedrice,9.70
2022-09-10,bigplate:orangechicken broccolibeef orangechicken veggiespringroll,9.70
2022-09-10,bigplate:blackpepperchicken sweetfirechickenbreast honeywalnutshrimp veggiespringroll,9.70
2022-09-10,bigplate:blackpepperangussteak orangechicken stringbeanchickenbreast chickeneggroll,9.70
2022-09-10,plate:broccolibeef honeysesamechicken chowmein,8.20
2022-09-10,plate:honeywalnutshrimp blackpepperangussteak brownrice,8.20
2022-09-10,plate:kungpaochicken honeywalnutshrimp chickenpotsticker,8.20
2022-09-10,plate:blackpepperchicken kungpaochicken whiterice,8.20
2022-09-10,chickeneggroll,6.70
2022-09-10,bigplate:honeysesamechicken sweetfirechickenbreast eggplanttofu creamcheeserangoon,9.70
2022-09-10,chickenpotsticker,2.70
2022-09-10,plate:mushroomchicken eggplanttofu mixedvegetables,8.20
2022-09-10,plate:blackpepperchicken blackpepperchicken mixedvegetables,8.20
2022-09-10,bigplate:blackpepperangussteak honeywalnutshrimp mushroomchicken friedrice,9.70
2022-09-10,bowl:blackpepperangussteak chickenpotsticker,6.70
2022-09-10,chowmein,6.70
2022-09-10,bigplate:kungpaochicken orangechicken blackpepperangussteak chowmein,9.70
2022-09-10,bowl:blackpepperangussteak chowmein,6.70
2022-09-10,bigplate:honeysesamechicken beijingbeef blackpepperangussteak mixedvegetables,9.70
2022-09-10,whiterice,2.70
2022-09-10,plate:stringbeanchickenbreast beijingbeef brownrice,8.20
2022-09-10,bigplate:beijingbeef blackpepperchicken honeysesamechicken chickeneggroll,9.70
2022-09-10,plate:stringbeanchickenbreast generaltsochicken friedrice,8.20
2022-09-10,chickenpotsticker,6.70
2022-09-10,bowl:honeysesamechicken veggiespringroll,6.70
2022-09-10,brownrice,2.70
2022-09-10,plate:blackpepperangussteak kungpaochicken mixedvegetables,8.20
2022-09-10,chickeneggroll,6.70
2022-09-10,brownrice,6.70
2022-09-10,plate:orangechicken sweetfirechickenbreast creamcheeserangoon,8.20
2022-09-10,crispyshrimp,6.70
2022-09-10,plate:kungpaochicken honeysesamechicken friedrice,8.20
2022-09-10,plate:kungpaochicken orangechicken veggiespringroll,8.20
2022-09-10,veggiespringroll,2.70
2022-09-10,chickeneggroll,6.70
2022-09-10,bowl:mushroomchicken crispyshrimp,6.70
2022-09-10,bigplate:stringbeanchickenbreast blackpepperangussteak generaltsochicken mixedvegetables,9.70
2022-09-10,crispyshrimp,6.70
2022-09-10,chickenpotsticker,2.70
2022-09-10,bowl:beijingbeef mixedvegetables,6.70
2022-09-10,bowl:generaltsochicken crispyshrimp,6.70
2022-09-10,bigplate:grilledteriyakichicken stringbeanchickenbreast stringbeanchickenbreast friedrice,9.70
2022-09-10,chickenpotsticker,6.70
2022-09-10,brownrice,2.70
2022-09-10,bigplate:sweetfirechickenbreast blackpepperangussteak eggplanttofu veggiespringroll,9.70
2022-09-10,friedrice,6.70
2022-09-10,plate:blackpepperangussteak generaltsochicken whiterice,8.20
2022-09-10,mixedvegetables,6.70
2022-09-10,bigplate:honeysesamechicken sweetfirechickenbreast sweetfirechickenbreast crispyshrimp,9.70
2022-09-10,plate:blackpepperchicken stringbeanchickenbreast veggiespringroll,8.20
2022-09-10,bowl:kungpaochicken brownrice,6.70
2022-09-10,bowl:orangechicken whiterice,6.70
2022-09-10,crispyshrimp,2.70
2022-09-10,plate:beijingbeef orangechicken chickeneggroll,8.20
2022-09-10,mixedvegetables,6.70
2022-09-10,chowmein,6.70
2022-09-10,plate:kungpaochicken kungpaochicken mixedvegetables,8.20
2022-09-10,friedrice,2.70
2022-09-10,creamcheeserangoon,6.70
2022-09-10,bigplate:honeywalnutshrimp orangechicken orangechicken creamcheeserangoon,9.70
2022-09-10,bowl:mushroomchicken mixedvegetables,6.70
2022-09-10,plate:mushroomchicken sweetfirechickenbreast whiterice,8.20
2022-09-10,plate:beijingbeef grilledteriyakichicken chickenpotsticker,8.20
2022-09-10,plate:mushroomchicken broccolibeef mixedvegetables,8.20
2022-09-10,bigplate:honeysesamechicken kungpaochicken blackpepperchicken mixedvegetables,9.70
2022-09-10,whiterice,6.70
2022-09-10,bowl:beijingbeef crispyshrimp,6.70
2022-09-10,bigplate:grilledteriyakichicken generaltsochicken beijingbeef chickenpotsticker,9.70
2022-09-10,bowl:blackpepperangussteak chickenpotsticker,6.70
2022-09-10,whiterice,2.70
2022-09-10,bowl:sweetfirechickenbreast friedrice,6.70
2022-09-10,bowl:eggplanttofu chowmein,6.70
2022-09-10,friedrice,2.70
2022-09-10,brownrice,2.70
2022-09-10,bigplate:stringbeanchickenbreast grilledteriyakichicken eggplanttofu mixedvegetables,9.70
2022-09-10,bigplate:sweetfirechickenbreast generaltsochicken grilledteriyakichicken mixedvegetables,9.70
2022-09-10,bigplate:mushroomchicken kungpaochicken stringbeanchickenbreast brownrice,9.70
2022-09-10,brownrice,6.70
2022-09-10,plate:orangechicken mushroomchicken brownrice,8.20
2022-09-10,bowl:generaltsochicken creamcheeserangoon,6.70
2022-09-10,veggiespringroll,6.70
2022-09-10,plate:mushroomchicken mushroomchicken veggiespringroll,8.20
2022-09-10,friedrice,2.70
2022-09-10,chickenpotsticker,2.70
2022-09-10,friedrice,2.70
2022-09-10,bigplate:kungpaochicken stringbeanchickenbreast generaltsochicken chickeneggroll,9.70
2022-09-10,bigplate:beijingbeef honeywalnutshrimp honeysesamechicken chickeneggroll,9.70
2022-09-11,brownrice,6.70
2022-09-11,bigplate:honeywalnutshrimp blackpepperangussteak honeywalnutshrimp brownrice,9.70
2022-09-11,creamcheeserangoon,2.70
2022-09-11,brownrice,2.70
2022-09-11,chickenpotsticker,6.70
2022-09-11,chowmein,2.70
2022-09-11,mixedvegetables,6.70
2022-09-11,plate:generaltsochicken mushroomchicken chowmein,8.20
2022-09-11,veggiespringroll,2.70
2022-09-11,chowmein,6.70
2022-09-11,bigplate:stringbeanchickenbreast beijingbeef kungpaochicken whiterice,9.70
2022-09-11,plate:orangechicken broccolibeef crispyshrimp,8.20
2022-09-11,bigplate:generaltsochicken broccolibeef stringbeanchickenbreast chickenpotsticker,9.70
2022-09-11,bigplate:orangechicken honeysesamechicken broccolibeef mixedvegetables,9.70
2022-09-11,plate:eggplanttofu sweetfirechickenbreast whiterice,8.20
2022-09-11,chickenpotsticker,2.70
2022-09-11,bigplate:eggplanttofu grilledteriyakichicken mushroomchicken whiterice,9.70
2022-09-11,bigplate:generaltsochicken sweetfirechickenbreast honeysesamechicken creamcheeserangoon,9.70
2022-09-11,bowl:kungpaochicken friedrice,6.70
2022-09-11,plate:grilledteriyakichicken grilledteriyakichicken chowmein,8.20
2022-09-11,chickenpotsticker,6.70
2022-09-11,plate:honeysesamechicken generaltsochicken chowmein,8.20
2022-09-11,mixedvegetables,6.70
2022-09-11,crispyshrimp,2.70
